'Page Number','Arabic Word','English Word','URL to Arabic Audio','Verse'
'551','سَبَّحَ','Glorifies','https://audio.qurancdn.com/wbw/061_001_001.mp3',' سَبَّحَ لِلَّهِ مَا فِى ٱلسَّمَـٰوَٰتِ وَمَا فِى ٱلْأَرْضِ ۖ وَهُوَ ٱلْعَزِيزُ ٱلْحَكِيمُ'
'551','لِلَّهِ','Allah','https://audio.qurancdn.com/wbw/061_001_002.mp3',' سَبَّحَ لِلَّهِ مَا فِى ٱلسَّمَـٰوَٰتِ وَمَا فِى ٱلْأَرْضِ ۖ وَهُوَ ٱلْعَزِيزُ ٱلْحَكِيمُ'
'551','مَا','whatever','https://audio.qurancdn.com/wbw/061_001_003.mp3',' سَبَّحَ لِلَّهِ مَا فِى ٱلسَّمَـٰوَٰتِ وَمَا فِى ٱلْأَرْضِ ۖ وَهُوَ ٱلْعَزِيزُ ٱلْحَكِيمُ'
'551','فِى','(is) in','https://audio.qurancdn.com/wbw/061_001_004.mp3',' سَبَّحَ لِلَّهِ مَا فِى ٱلسَّمَـٰوَٰتِ وَمَا فِى ٱلْأَرْضِ ۖ وَهُوَ ٱلْعَزِيزُ ٱلْحَكِيمُ'
'551','ٱلسَّمَـٰوَٰتِ','the heavens','https://audio.qurancdn.com/wbw/061_001_005.mp3',' سَبَّحَ لِلَّهِ مَا فِى ٱلسَّمَـٰوَٰتِ وَمَا فِى ٱلْأَرْضِ ۖ وَهُوَ ٱلْعَزِيزُ ٱلْحَكِيمُ'
'551','وَمَا','and whatever','https://audio.qurancdn.com/wbw/061_001_006.mp3',' سَبَّحَ لِلَّهِ مَا فِى ٱلسَّمَـٰوَٰتِ وَمَا فِى ٱلْأَرْضِ ۖ وَهُوَ ٱلْعَزِيزُ ٱلْحَكِيمُ'
'551','ٱلْأَرْضِ ۖ','the earth','https://audio.qurancdn.com/wbw/061_001_008.mp3',' سَبَّحَ لِلَّهِ مَا فِى ٱلسَّمَـٰوَٰتِ وَمَا فِى ٱلْأَرْضِ ۖ وَهُوَ ٱلْعَزِيزُ ٱلْحَكِيمُ'
'551','وَهُوَ','And He','https://audio.qurancdn.com/wbw/061_001_010.mp3',' سَبَّحَ لِلَّهِ مَا فِى ٱلسَّمَـٰوَٰتِ وَمَا فِى ٱلْأَرْضِ ۖ وَهُوَ ٱلْعَزِيزُ ٱلْحَكِيمُ'
'551','ٱلْعَزِيزُ','(is) the All-Mighty','https://audio.qurancdn.com/wbw/061_001_011.mp3',' سَبَّحَ لِلَّهِ مَا فِى ٱلسَّمَـٰوَٰتِ وَمَا فِى ٱلْأَرْضِ ۖ وَهُوَ ٱلْعَزِيزُ ٱلْحَكِيمُ'
'551','ٱلْحَكِيمُ','the All-Wise','https://audio.qurancdn.com/wbw/061_001_012.mp3',' سَبَّحَ لِلَّهِ مَا فِى ٱلسَّمَـٰوَٰتِ وَمَا فِى ٱلْأَرْضِ ۖ وَهُوَ ٱلْعَزِيزُ ٱلْحَكِيمُ'
'551','يَـٰٓأَيُّهَا','O','https://audio.qurancdn.com/wbw/061_002_001.mp3','يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ لِمَ تَقُولُونَ مَا لَا تَفْعَلُونَ'
'551','ٱلَّذِينَ','(you) who','https://audio.qurancdn.com/wbw/061_002_002.mp3','يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ لِمَ تَقُولُونَ مَا لَا تَفْعَلُونَ'
'551','ءَامَنُوا۟','believe','https://audio.qurancdn.com/wbw/061_002_003.mp3','يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ لِمَ تَقُولُونَ مَا لَا تَفْعَلُونَ'
'551','لِمَ','Why','https://audio.qurancdn.com/wbw/061_002_004.mp3','يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ لِمَ تَقُولُونَ مَا لَا تَفْعَلُونَ'
'551','تَقُولُونَ','(do) you say','https://audio.qurancdn.com/wbw/061_002_005.mp3','يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ لِمَ تَقُولُونَ مَا لَا تَفْعَلُونَ'
'551','لَا','not','https://audio.qurancdn.com/wbw/061_002_007.mp3','يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ لِمَ تَقُولُونَ مَا لَا تَفْعَلُونَ'
'551','تَفْعَلُونَ','you do','https://audio.qurancdn.com/wbw/061_002_008.mp3','يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ لِمَ تَقُولُونَ مَا لَا تَفْعَلُونَ'
'551','كَبُرَ','Great is','https://audio.qurancdn.com/wbw/061_003_001.mp3','كَبُرَ مَقْتًا عِندَ ٱللَّهِ أَن تَقُولُوا۟ مَا لَا تَفْعَلُونَ'
'551','مَقْتًا','hatred','https://audio.qurancdn.com/wbw/061_003_002.mp3','كَبُرَ مَقْتًا عِندَ ٱللَّهِ أَن تَقُولُوا۟ مَا لَا تَفْعَلُونَ'
'551','عِندَ','with','https://audio.qurancdn.com/wbw/061_003_003.mp3','كَبُرَ مَقْتًا عِندَ ٱللَّهِ أَن تَقُولُوا۟ مَا لَا تَفْعَلُونَ'
'551','ٱللَّهِ','Allah','https://audio.qurancdn.com/wbw/061_003_004.mp3','كَبُرَ مَقْتًا عِندَ ٱللَّهِ أَن تَقُولُوا۟ مَا لَا تَفْعَلُونَ'
'551','أَن','that','https://audio.qurancdn.com/wbw/061_003_005.mp3','كَبُرَ مَقْتًا عِندَ ٱللَّهِ أَن تَقُولُوا۟ مَا لَا تَفْعَلُونَ'
'551','تَقُولُوا۟','you say','https://audio.qurancdn.com/wbw/061_003_006.mp3','كَبُرَ مَقْتًا عِندَ ٱللَّهِ أَن تَقُولُوا۟ مَا لَا تَفْعَلُونَ'
'551','إِنَّ','Indeed','https://audio.qurancdn.com/wbw/061_004_001.mp3','إِنَّ ٱللَّهَ يُحِبُّ ٱلَّذِينَ يُقَـٰتِلُونَ فِى سَبِيلِهِۦ صَفًّا كَأَنَّهُم بُنْيَـٰنٌ مَّرْصُوصٌ'
'551','ٱللَّهَ','Allah','https://audio.qurancdn.com/wbw/061_004_002.mp3','إِنَّ ٱللَّهَ يُحِبُّ ٱلَّذِينَ يُقَـٰتِلُونَ فِى سَبِيلِهِۦ صَفًّا كَأَنَّهُم بُنْيَـٰنٌ مَّرْصُوصٌ'
'551','يُحِبُّ','loves','https://audio.qurancdn.com/wbw/061_004_003.mp3','إِنَّ ٱللَّهَ يُحِبُّ ٱلَّذِينَ يُقَـٰتِلُونَ فِى سَبِيلِهِۦ صَفًّا كَأَنَّهُم بُنْيَـٰنٌ مَّرْصُوصٌ'
'551','يُقَـٰتِلُونَ','fight','https://audio.qurancdn.com/wbw/061_004_005.mp3','إِنَّ ٱللَّهَ يُحِبُّ ٱلَّذِينَ يُقَـٰتِلُونَ فِى سَبِيلِهِۦ صَفًّا كَأَنَّهُم بُنْيَـٰنٌ مَّرْصُوصٌ'
'551','سَبِيلِهِۦ','His Way','https://audio.qurancdn.com/wbw/061_004_007.mp3','إِنَّ ٱللَّهَ يُحِبُّ ٱلَّذِينَ يُقَـٰتِلُونَ فِى سَبِيلِهِۦ صَفًّا كَأَنَّهُم بُنْيَـٰنٌ مَّرْصُوصٌ'
'551','صَفًّۭا','(in) a row','https://audio.qurancdn.com/wbw/061_004_008.mp3','إِنَّ ٱللَّهَ يُحِبُّ ٱلَّذِينَ يُقَـٰتِلُونَ فِى سَبِيلِهِۦ صَفًّا كَأَنَّهُم بُنْيَـٰنٌ مَّرْصُوصٌ'
'551','كَأَنَّهُم','as if they','https://audio.qurancdn.com/wbw/061_004_009.mp3','إِنَّ ٱللَّهَ يُحِبُّ ٱلَّذِينَ يُقَـٰتِلُونَ فِى سَبِيلِهِۦ صَفًّا كَأَنَّهُم بُنْيَـٰنٌ مَّرْصُوصٌ'
'551','بُنْيَـٰنٌۭ','(were) a structure','https://audio.qurancdn.com/wbw/061_004_010.mp3','إِنَّ ٱللَّهَ يُحِبُّ ٱلَّذِينَ يُقَـٰتِلُونَ فِى سَبِيلِهِۦ صَفًّا كَأَنَّهُم بُنْيَـٰنٌ مَّرْصُوصٌ'
'551','مَّرْصُوصٌۭ','joined firmly','https://audio.qurancdn.com/wbw/061_004_011.mp3','إِنَّ ٱللَّهَ يُحِبُّ ٱلَّذِينَ يُقَـٰتِلُونَ فِى سَبِيلِهِۦ صَفًّا كَأَنَّهُم بُنْيَـٰنٌ مَّرْصُوصٌ'
'551','وَإِذْ','And when','https://audio.qurancdn.com/wbw/061_005_001.mp3','وَإِذْ قَالَ مُوسَىٰ لِقَوْمِهِۦ يَـٰقَوْمِ لِمَ تُؤْذُونَنِى وَقَد تَّعْلَمُونَ أَنِّى رَسُولُ ٱللَّهِ إِلَيْكُمْ ۖ فَلَمَّا زَاغُوٓا۟ أَزَاغَ ٱللَّهُ قُلُوبَهُمْ ۚ وَٱللَّهُ لَا يَهْدِى ٱلْقَوْمَ ٱلْفَـٰسِقِينَ'
'551','قَالَ','said','https://audio.qurancdn.com/wbw/061_005_002.mp3','وَإِذْ قَالَ مُوسَىٰ لِقَوْمِهِۦ يَـٰقَوْمِ لِمَ تُؤْذُونَنِى وَقَد تَّعْلَمُونَ أَنِّى رَسُولُ ٱللَّهِ إِلَيْكُمْ ۖ فَلَمَّا زَاغُوٓا۟ أَزَاغَ ٱللَّهُ قُلُوبَهُمْ ۚ وَٱللَّهُ لَا يَهْدِى ٱلْقَوْمَ ٱلْفَـٰسِقِينَ'
'551','مُوسَىٰ','Musa','https://audio.qurancdn.com/wbw/061_005_003.mp3','وَإِذْ قَالَ مُوسَىٰ لِقَوْمِهِۦ يَـٰقَوْمِ لِمَ تُؤْذُونَنِى وَقَد تَّعْلَمُونَ أَنِّى رَسُولُ ٱللَّهِ إِلَيْكُمْ ۖ فَلَمَّا زَاغُوٓا۟ أَزَاغَ ٱللَّهُ قُلُوبَهُمْ ۚ وَٱللَّهُ لَا يَهْدِى ٱلْقَوْمَ ٱلْفَـٰسِقِينَ'
