'Page Number','Arabic Word','English Word','URL to Arabic Audio','Verse'
'602','لِإِيلَـٰفِ','For (the) familiarity','https://audio.qurancdn.com/wbw/106_001_001.mp3',' لِإِيلَـٰفِ قُرَيْشٍ'
'602','قُرَيْشٍ','(of the) Quraish','https://audio.qurancdn.com/wbw/106_001_002.mp3',' لِإِيلَـٰفِ قُرَيْشٍ'
'602','أَرَءَيْتَ','Have you seen','https://audio.qurancdn.com/wbw/107_001_001.mp3',' أَرَءَيْتَ ٱلَّذِى يُكَذِّبُ بِٱلدِّينِ'
'602','ٱلَّذِى','the one who','https://audio.qurancdn.com/wbw/107_001_002.mp3',' أَرَءَيْتَ ٱلَّذِى يُكَذِّبُ بِٱلدِّينِ'
'602','يُكَذِّبُ','denies','https://audio.qurancdn.com/wbw/107_001_003.mp3',' أَرَءَيْتَ ٱلَّذِى يُكَذِّبُ بِٱلدِّينِ'
'602','بِٱلدِّينِ','the Judgment','https://audio.qurancdn.com/wbw/107_001_004.mp3',' أَرَءَيْتَ ٱلَّذِى يُكَذِّبُ بِٱلدِّينِ'
'602','إِنَّآ',"'Indeed, We'",'https://audio.qurancdn.com/wbw/108_001_001.mp3',' إِنَّآ أَعْطَيْنَـٰكَ ٱلْكَوْثَرَ'
'602','أَعْطَيْنَـٰكَ','We have given you','https://audio.qurancdn.com/wbw/108_001_002.mp3',' إِنَّآ أَعْطَيْنَـٰكَ ٱلْكَوْثَرَ'
'602','ٱلْكَوْثَرَ','Al-Kauthar','https://audio.qurancdn.com/wbw/108_001_003.mp3',' إِنَّآ أَعْطَيْنَـٰكَ ٱلْكَوْثَرَ'
'602','إِۦلَـٰفِهِمْ','Their familiarity','https://audio.qurancdn.com/wbw/106_002_001.mp3','إِۦلَـٰفِهِمْ رِحْلَةَ ٱلشِّتَآءِ وَٱلصَّيْفِ'
'602','رِحْلَةَ','(with the) journey','https://audio.qurancdn.com/wbw/106_002_002.mp3','إِۦلَـٰفِهِمْ رِحْلَةَ ٱلشِّتَآءِ وَٱلصَّيْفِ'
'602','ٱلشِّتَآءِ','(of) winter','https://audio.qurancdn.com/wbw/106_002_003.mp3','إِۦلَـٰفِهِمْ رِحْلَةَ ٱلشِّتَآءِ وَٱلصَّيْفِ'
'602','وَٱلصَّيْفِ','and summer','https://audio.qurancdn.com/wbw/106_002_004.mp3','إِۦلَـٰفِهِمْ رِحْلَةَ ٱلشِّتَآءِ وَٱلصَّيْفِ'
'602','فَذَٰلِكَ','Then that','https://audio.qurancdn.com/wbw/107_002_001.mp3','فَذَٰلِكَ ٱلَّذِى يَدُعُّ ٱلْيَتِيمَ'
'602','ٱلَّذِى','(is) the one who','https://audio.qurancdn.com/wbw/107_002_002.mp3','فَذَٰلِكَ ٱلَّذِى يَدُعُّ ٱلْيَتِيمَ'
'602','يَدُعُّ','repulses','https://audio.qurancdn.com/wbw/107_002_003.mp3','فَذَٰلِكَ ٱلَّذِى يَدُعُّ ٱلْيَتِيمَ'
'602','ٱلْيَتِيمَ','the orphan','https://audio.qurancdn.com/wbw/107_002_004.mp3','فَذَٰلِكَ ٱلَّذِى يَدُعُّ ٱلْيَتِيمَ'
'602','فَصَلِّ','So pray','https://audio.qurancdn.com/wbw/108_002_001.mp3','فَصَلِّ لِرَبِّكَ وَٱنْحَرْ'
'602','لِرَبِّكَ','to your Lord','https://audio.qurancdn.com/wbw/108_002_002.mp3','فَصَلِّ لِرَبِّكَ وَٱنْحَرْ'
'602','وَٱنْحَرْ','and sacrifice','https://audio.qurancdn.com/wbw/108_002_003.mp3','فَصَلِّ لِرَبِّكَ وَٱنْحَرْ'
'602','فَلْيَعْبُدُوا۟','So let them worship','https://audio.qurancdn.com/wbw/106_003_001.mp3','فَلْيَعْبُدُوا۟ رَبَّ هَـٰذَا ٱلْبَيْتِ'
