'Page Number','Arabic Word','English Word','URL to Arabic Audio','Verse'
'133','فَقُطِعَ','So was cut off','https://audio.qurancdn.com/wbw/006_045_001.mp3','فَقُطِعَ دَابِرُ ٱلْقَوْمِ ٱلَّذِينَ ظَلَمُوا۟ ۚ وَٱلْحَمْدُ لِلَّهِ رَبِّ ٱلْعَـٰلَمِينَ'
'133','دَابِرُ','(the) remnant','https://audio.qurancdn.com/wbw/006_045_002.mp3','فَقُطِعَ دَابِرُ ٱلْقَوْمِ ٱلَّذِينَ ظَلَمُوا۟ ۚ وَٱلْحَمْدُ لِلَّهِ رَبِّ ٱلْعَـٰلَمِينَ'
'133','ٱلْقَوْمِ','(of) the people','https://audio.qurancdn.com/wbw/006_045_003.mp3','فَقُطِعَ دَابِرُ ٱلْقَوْمِ ٱلَّذِينَ ظَلَمُوا۟ ۚ وَٱلْحَمْدُ لِلَّهِ رَبِّ ٱلْعَـٰلَمِينَ'
'133','ٱلَّذِينَ','[those] who','https://audio.qurancdn.com/wbw/006_045_004.mp3','فَقُطِعَ دَابِرُ ٱلْقَوْمِ ٱلَّذِينَ ظَلَمُوا۟ ۚ وَٱلْحَمْدُ لِلَّهِ رَبِّ ٱلْعَـٰلَمِينَ'
'133','ظَلَمُوا۟ ۚ','did wrong','https://audio.qurancdn.com/wbw/006_045_005.mp3','فَقُطِعَ دَابِرُ ٱلْقَوْمِ ٱلَّذِينَ ظَلَمُوا۟ ۚ وَٱلْحَمْدُ لِلَّهِ رَبِّ ٱلْعَـٰلَمِينَ'
'133','وَٱلْحَمْدُ','And all praises and thanks','https://audio.qurancdn.com/wbw/006_045_007.mp3','فَقُطِعَ دَابِرُ ٱلْقَوْمِ ٱلَّذِينَ ظَلَمُوا۟ ۚ وَٱلْحَمْدُ لِلَّهِ رَبِّ ٱلْعَـٰلَمِينَ'
'133','لِلَّهِ','(be) to Allah','https://audio.qurancdn.com/wbw/006_045_008.mp3','فَقُطِعَ دَابِرُ ٱلْقَوْمِ ٱلَّذِينَ ظَلَمُوا۟ ۚ وَٱلْحَمْدُ لِلَّهِ رَبِّ ٱلْعَـٰلَمِينَ'
'133','رَبِّ','Lord','https://audio.qurancdn.com/wbw/006_045_009.mp3','فَقُطِعَ دَابِرُ ٱلْقَوْمِ ٱلَّذِينَ ظَلَمُوا۟ ۚ وَٱلْحَمْدُ لِلَّهِ رَبِّ ٱلْعَـٰلَمِينَ'
'133','ٱلْعَـٰلَمِينَ','(of) the worlds','https://audio.qurancdn.com/wbw/006_045_010.mp3','فَقُطِعَ دَابِرُ ٱلْقَوْمِ ٱلَّذِينَ ظَلَمُوا۟ ۚ وَٱلْحَمْدُ لِلَّهِ رَبِّ ٱلْعَـٰلَمِينَ'
'133','قُلْ','Say','https://audio.qurancdn.com/wbw/006_046_001.mp3','قُلْ أَرَءَيْتُمْ إِنْ أَخَذَ ٱللَّهُ سَمْعَكُمْ وَأَبْصَـٰرَكُمْ وَخَتَمَ عَلَىٰ قُلُوبِكُم مَّنْ إِلَـٰهٌ غَيْرُ ٱللَّهِ يَأْتِيكُم بِهِ ۗ ٱنظُرْ كَيْفَ نُصَرِّفُ ٱلْـَٔايَـٰتِ ثُمَّ هُمْ يَصْدِفُونَ'
