'Page Number','Arabic Word','English Word','URL to Arabic Audio','Verse'
'582','عَمَّ','About what','https://audio.qurancdn.com/wbw/078_001_001.mp3',' عَمَّ يَتَسَآءَلُونَ'
'582','يَتَسَآءَلُونَ','are they asking one another','https://audio.qurancdn.com/wbw/078_001_002.mp3',' عَمَّ يَتَسَآءَلُونَ'
'582','عَنِ','About','https://audio.qurancdn.com/wbw/078_002_001.mp3','عَنِ ٱلنَّبَإِ ٱلْعَظِيمِ'
'582','ٱلنَّبَإِ','the News','https://audio.qurancdn.com/wbw/078_002_002.mp3','عَنِ ٱلنَّبَإِ ٱلْعَظِيمِ'
'582','ٱلْعَظِيمِ','the Great','https://audio.qurancdn.com/wbw/078_002_003.mp3','عَنِ ٱلنَّبَإِ ٱلْعَظِيمِ'
'582','ٱلَّذِى','(About) which','https://audio.qurancdn.com/wbw/078_003_001.mp3','ٱلَّذِى هُمْ فِيهِ مُخْتَلِفُونَ'
'582','هُمْ','they','https://audio.qurancdn.com/wbw/078_003_002.mp3','ٱلَّذِى هُمْ فِيهِ مُخْتَلِفُونَ'
'582','فِيهِ','(are) concerning it','https://audio.qurancdn.com/wbw/078_003_003.mp3','ٱلَّذِى هُمْ فِيهِ مُخْتَلِفُونَ'
'582','مُخْتَلِفُونَ','(in) disagreement','https://audio.qurancdn.com/wbw/078_003_004.mp3','ٱلَّذِى هُمْ فِيهِ مُخْتَلِفُونَ'
'582','كَلَّا','Nay','https://audio.qurancdn.com/wbw/078_004_001.mp3','كَلَّا سَيَعْلَمُونَ'
'582','سَيَعْلَمُونَ','(soon) they will know','https://audio.qurancdn.com/wbw/078_004_002.mp3','كَلَّا سَيَعْلَمُونَ'
'582','ثُمَّ','Then','https://audio.qurancdn.com/wbw/078_005_001.mp3','ثُمَّ كَلَّا سَيَعْلَمُونَ'
'582','كَلَّا','Nay','https://audio.qurancdn.com/wbw/078_005_002.mp3','ثُمَّ كَلَّا سَيَعْلَمُونَ'
'582','سَيَعْلَمُونَ','(soon) they will know','https://audio.qurancdn.com/wbw/078_005_003.mp3','ثُمَّ كَلَّا سَيَعْلَمُونَ'
'582','أَلَمْ','Have not','https://audio.qurancdn.com/wbw/078_006_001.mp3','أَلَمْ نَجْعَلِ ٱلْأَرْضَ مِهَـٰدًا'
'582','نَجْعَلِ','We made','https://audio.qurancdn.com/wbw/078_006_002.mp3','أَلَمْ نَجْعَلِ ٱلْأَرْضَ مِهَـٰدًا'
'582','ٱلْأَرْضَ','the earth','https://audio.qurancdn.com/wbw/078_006_003.mp3','أَلَمْ نَجْعَلِ ٱلْأَرْضَ مِهَـٰدًا'
'582','مِهَـٰدًۭا','a resting place','https://audio.qurancdn.com/wbw/078_006_004.mp3','أَلَمْ نَجْعَلِ ٱلْأَرْضَ مِهَـٰدًا'
'582','وَٱلْجِبَالَ','And the mountains','https://audio.qurancdn.com/wbw/078_007_001.mp3','وَٱلْجِبَالَ أَوْتَادًا'
