'Page Number','Arabic Word','English Word','URL to Arabic Audio','Verse'
'571','يُرْسِلِ','He will send down','https://audio.qurancdn.com/wbw/071_011_001.mp3','يُرْسِلِ ٱلسَّمَآءَ عَلَيْكُم مِّدْرَارًا'
'571','ٱلسَّمَآءَ','(rain from) the sky','https://audio.qurancdn.com/wbw/071_011_002.mp3','يُرْسِلِ ٱلسَّمَآءَ عَلَيْكُم مِّدْرَارًا'
'571','عَلَيْكُم','upon you','https://audio.qurancdn.com/wbw/071_011_003.mp3','يُرْسِلِ ٱلسَّمَآءَ عَلَيْكُم مِّدْرَارًا'
'571','مِّدْرَارًۭا','(in) abundance','https://audio.qurancdn.com/wbw/071_011_004.mp3','يُرْسِلِ ٱلسَّمَآءَ عَلَيْكُم مِّدْرَارًا'
'571','وَيُمْدِدْكُم','And provide you','https://audio.qurancdn.com/wbw/071_012_001.mp3','وَيُمْدِدْكُم بِأَمْوَٰلٍ وَبَنِينَ وَيَجْعَل لَّكُمْ جَنَّـٰتٍ وَيَجْعَل لَّكُمْ أَنْهَـٰرًا'
'571','بِأَمْوَٰلٍۢ','with wealth','https://audio.qurancdn.com/wbw/071_012_002.mp3','وَيُمْدِدْكُم بِأَمْوَٰلٍ وَبَنِينَ وَيَجْعَل لَّكُمْ جَنَّـٰتٍ وَيَجْعَل لَّكُمْ أَنْهَـٰرًا'
'571','وَبَنِينَ','and children','https://audio.qurancdn.com/wbw/071_012_003.mp3','وَيُمْدِدْكُم بِأَمْوَٰلٍ وَبَنِينَ وَيَجْعَل لَّكُمْ جَنَّـٰتٍ وَيَجْعَل لَّكُمْ أَنْهَـٰرًا'
'571','وَيَجْعَل','and make','https://audio.qurancdn.com/wbw/071_012_004.mp3','وَيُمْدِدْكُم بِأَمْوَٰلٍ وَبَنِينَ وَيَجْعَل لَّكُمْ جَنَّـٰتٍ وَيَجْعَل لَّكُمْ أَنْهَـٰرًا'
'571','لَّكُمْ','for you','https://audio.qurancdn.com/wbw/071_012_005.mp3','وَيُمْدِدْكُم بِأَمْوَٰلٍ وَبَنِينَ وَيَجْعَل لَّكُمْ جَنَّـٰتٍ وَيَجْعَل لَّكُمْ أَنْهَـٰرًا'
'571','جَنَّـٰتٍۢ','gardens','https://audio.qurancdn.com/wbw/071_012_006.mp3','وَيُمْدِدْكُم بِأَمْوَٰلٍ وَبَنِينَ وَيَجْعَل لَّكُمْ جَنَّـٰتٍ وَيَجْعَل لَّكُمْ أَنْهَـٰرًا'
'571','وَيَجْعَل','and make','https://audio.qurancdn.com/wbw/071_012_007.mp3','وَيُمْدِدْكُم بِأَمْوَٰلٍ وَبَنِينَ وَيَجْعَل لَّكُمْ جَنَّـٰتٍ وَيَجْعَل لَّكُمْ أَنْهَـٰرًا'
'571','لَّكُمْ','for you','https://audio.qurancdn.com/wbw/071_012_008.mp3','وَيُمْدِدْكُم بِأَمْوَٰلٍ وَبَنِينَ وَيَجْعَل لَّكُمْ جَنَّـٰتٍ وَيَجْعَل لَّكُمْ أَنْهَـٰرًا'
