'Page Number','Arabic Word','English Word','URL to Arabic Audio','Verse'
'214','وَمِنْهُم','And among them','https://audio.qurancdn.com/wbw/010_043_001.mp3','وَمِنْهُم مَّن يَنظُرُ إِلَيْكَ ۚ أَفَأَنتَ تَهْدِى ٱلْعُمْىَ وَلَوْ كَانُوا۟ لَا يُبْصِرُونَ'
'214','مَّن','(are some) who','https://audio.qurancdn.com/wbw/010_043_002.mp3','وَمِنْهُم مَّن يَنظُرُ إِلَيْكَ ۚ أَفَأَنتَ تَهْدِى ٱلْعُمْىَ وَلَوْ كَانُوا۟ لَا يُبْصِرُونَ'
'214','يَنظُرُ','look','https://audio.qurancdn.com/wbw/010_043_003.mp3','وَمِنْهُم مَّن يَنظُرُ إِلَيْكَ ۚ أَفَأَنتَ تَهْدِى ٱلْعُمْىَ وَلَوْ كَانُوا۟ لَا يُبْصِرُونَ'
'214','إِلَيْكَ ۚ','at you','https://audio.qurancdn.com/wbw/010_043_004.mp3','وَمِنْهُم مَّن يَنظُرُ إِلَيْكَ ۚ أَفَأَنتَ تَهْدِى ٱلْعُمْىَ وَلَوْ كَانُوا۟ لَا يُبْصِرُونَ'
'214','أَفَأَنتَ','But (can) you','https://audio.qurancdn.com/wbw/010_043_006.mp3','وَمِنْهُم مَّن يَنظُرُ إِلَيْكَ ۚ أَفَأَنتَ تَهْدِى ٱلْعُمْىَ وَلَوْ كَانُوا۟ لَا يُبْصِرُونَ'
'214','تَهْدِى','guide','https://audio.qurancdn.com/wbw/010_043_007.mp3','وَمِنْهُم مَّن يَنظُرُ إِلَيْكَ ۚ أَفَأَنتَ تَهْدِى ٱلْعُمْىَ وَلَوْ كَانُوا۟ لَا يُبْصِرُونَ'
'214','ٱلْعُمْىَ','the blind','https://audio.qurancdn.com/wbw/010_043_008.mp3','وَمِنْهُم مَّن يَنظُرُ إِلَيْكَ ۚ أَفَأَنتَ تَهْدِى ٱلْعُمْىَ وَلَوْ كَانُوا۟ لَا يُبْصِرُونَ'
'214','وَلَوْ','even though','https://audio.qurancdn.com/wbw/010_043_009.mp3','وَمِنْهُم مَّن يَنظُرُ إِلَيْكَ ۚ أَفَأَنتَ تَهْدِى ٱلْعُمْىَ وَلَوْ كَانُوا۟ لَا يُبْصِرُونَ'
'214','كَانُوا۟','they [were]','https://audio.qurancdn.com/wbw/010_043_010.mp3','وَمِنْهُم مَّن يَنظُرُ إِلَيْكَ ۚ أَفَأَنتَ تَهْدِى ٱلْعُمْىَ وَلَوْ كَانُوا۟ لَا يُبْصِرُونَ'
'214','لَا','(do) not','https://audio.qurancdn.com/wbw/010_043_011.mp3','وَمِنْهُم مَّن يَنظُرُ إِلَيْكَ ۚ أَفَأَنتَ تَهْدِى ٱلْعُمْىَ وَلَوْ كَانُوا۟ لَا يُبْصِرُونَ'
